,5 FLUOROURACIL 84 ugmL,A baumannii 5075,ACTINOMYCIN D 4 ugmL,ACTINOMYCIN D 6 ugmL,ADRIAMYCIN 6 ugmL,AZITHROMYCIN 0.4 ugmL,BENZAKONIUM CHLORIDE 20 ugmL,BENZAKONIUM CHLORIDE 40 ugmL,BLEOMYCIN 1.5 ugmL,BLEOMYCIN 3 ugmL,BLOOD AGAR 1,CAMP 0.2 uM,CCCP 0.05 ugmL,CCCP 0.075 ugmL,CEFSULODIN 3 ugmL,CEFSULODIN 6 ugmL,CHLORHEXIDINE 4 ugmL,CHLORHEXIDINE 7 ugmL,CIPROFLOXACIN 0.00025 ugmL,COPPER SULPHATE 20 ugmL,COPPER SULPHATE 50 ugmL,CYCLIC DI GMP 1 uM,DIBUCAINE 0.25 ugmL,DIMETHYL FUMARATE 0.6 ugmL,DMSO 2.5 ugmL,DMSO 5 ugmL,EDTA 1 mM,EGCG 120 ugmL,EGCG 75 ugmL,EGLA WATER DISINFECTANT 1.5 ugmL,EGLA WATER DISINFECTANT 2.5 ugmL,FOSFOMYCIN 25 ugmL,FOSFOMYCIN 45 ugmL,GENTAMYCIN 5 ugmL,GLYCOLIC ACID 0.25 ugmL,GLYCOLIC ACID 0.75,HYDROGEN PEROXIDE 1.8 mM,IMIDAZOLE 12 ugmL,IMIDAZOLE 24 ugmL,ISOPROPANOL 5 ugmL,K pneumoniae MKP 103,LOPERAMIDE 60 ugmL,LOPERAMIDE 80 ugmL,LYSOZYME 120 ugmL,M9 A KETOGLUTARATE 1,M9 GLYCEROL 1,M9 PROLINE 1,M9 PYRUVATE 1,MAGNESIUM CHLORIDE 10 mgmL,MAGNESIUM CHLORIDE 5 mgmL,METFORMIN 10 ugmL,METFORMIN 8 ugmL,METHOTREXATE 60 ugmL,MMS 1,MMS 1.5,N HEXANOYL L HOMOSERINE LACTONE 200 ugmL,NIGERICIN 200 ugmL,NO SALT LB with SUCROSE 0 mM,P aeruginosa 1,PROCAINE 1 ugmL,PROCAINE 1.5 ugmL,RIFAMPICIN 0.2 ugmL,SALT 0 mM,SDS 0.25,SODIUM BUTYRATE 50 ugmL,SODIUM BUTYRATE 70 ugmL,SODIUM CHOLATE 100 ugmL,SODIUM DEOXYCHOLATE 105 ugmL,SODIUM DEOXYCHOLATE 90 ugmL,SODIUM HYPOCHLORITE 0.75,SODIUM TAUROCHOLATE 40 ugmL,SODIUM TAUROCHOLATE 60 ugmL,SPECTINOMYCIN 12 ugmL,SPECTINOMYCIN 9 ugmL,STREPTOMYCIN 3 ugmL,STREPTOMYCIN 8 ugmL,TEMPERATURE 18,TEMPERATURE 25,TEMPERATURE 30,TRICLOSAN 70 ugmL,TRICLOSAN 90 ugmL,UREA 800 ugmL,UV 0.07 Joules,UV 0.1 Joules,UV 0.2 Joules,UV 0.5 Joules,V cholerae C 7606,VANILLIN AZITHROMYCIN 1,VANILLIN CIPROFLOXACIN 1,ZINC SULPHATE 150 ugmL,pH 6
VC0016 hypothetical protein  ,0.803659762,0.591094532,0.06405518,0.217174408,0.589622832,-1.414971339,0.903772795,-0.803318536,0.167402884,0.056426606,-0.017320108,-0.598177964,0.919105592,1.360712834,0.775230953,-2.2629375,-1.275283086,-1.754083321,-0.820616869,-0.225694006,-0.690026983,-0.73175026,0.302804623,-0.435398312,1.320226291,-0.875373744,-1.809154836,-0.578035237,-0.232451512,-1.218825043,-1.67180144,-0.784617277,0.378591509,0.183834976,0.794914285,-0.926747917,0.61331283,-0.279756874,0.287400609,-0.074218161,-0.673069323,0.185946468,1.638125567,-1.412750173,0.997972691,-0.349144777,0.331777126,0.324649331,0.031424848,1.126105874,-0.75214664,-0.334837456,0.035428567,1.431156259,-0.267150994,1.286977447,-0.350384142,0.147230276,0.486436018,-0.183932076,0.949518626,2.523147448,0.538092949,0.593068805,0.279464999,0.192849644,-1.59274994,-1.217531823,1.650283722,-0.980968096,1.443374711,2.565008416,0.308082171,0.007238857,-2.186234738,0.70827024,1.172453944,1.763091438,1.274095864,-0.658991992,-1.108431877,-0.266977956,1.077830915,0.020250239,1.069642668,0.115503488,0.029818665,-1.484267233,-0.427430929,-1.047767073,0.021060364
VC0017 hypothetical protein  ,0.086435262,-0.015913327,0.510720928,0.173479002,1.725135441,1.484463076,0.245316491,1.408772077,0.180011831,-0.77322482,0.337037927,1.386881755,0.458365889,0.032675551,2.577937177,-0.951847365,0.157304384,-1.865998946,0.451591259,-0.358020716,-0.737535099,1.122449541,-0.090491916,-0.521868222,-2.402946095,-1.264795389,-0.971381391,-0.405120723,0.29405005,-1.137942186,-0.46394987,1.376423316,-0.491772488,0.021953219,1.041433332,0.69929234,0.520563665,0.494659071,-0.959393082,-0.055031639,-0.198049938,-0.417142002,-0.66739612,-0.780455336,-0.745454408,1.18569446,-0.5247276,0.518923306,-1.031907457,-0.78610658,-0.123966033,0.898911079,-2.61850887,0.165539634,2.353616099,0.779607627,0.062210208,-2.518318962,-0.486092393,0.795980509,0.796873396,-0.248010139,-0.07819161,0.095266742,1.663307475,2.995825654,0.093800679,-0.155345123,-0.438100976,-0.983831478,-1.082944516,-2.453808274,-0.537361,0.255147417,-2.349942059,-0.533184869,0.333271572,1.258027023,-0.281265512,1.117657639,0.974483241,-0.391892841,0.270498435,0.742416447,-0.327297059,-1.023340227,-0.358630358,,-0.502388254,0.610463442,-0.320818195
VC0018 16 kDa heat shock protein A ibpA Protein fate,0.401530428,-0.579722938,1.442133652,0.890531756,0.995969614,0.647952833,0.468966659,-0.346632349,-0.716383247,-1.156360585,0.65303179,-2.071903922,-0.431393238,-0.666000542,-0.765869415,-0.840422215,-1.910445753,-1.446000992,0.470532327,-0.008620918,-1.175842965,1.274615229,-1.434180041,0.006443789,1.965388921,0.16403601,0.009886196,-0.292035258,0.881688175,-1.034330826,-0.73507987,0.145859922,0.263562296,0.165122873,0.99099961,0.106751708,0.021493281,0.575573547,-0.475369322,-0.216080578,0.491417204,0.45147188,-0.219673625,0.543495652,0.992321327,0.029871493,0.697996357,-0.860535099,-0.391132148,0.386207962,0.442091766,-0.797348253,0.274754782,1.228206574,0.16382566,1.426182963,-1.386511674,0.344412857,-1.040764086,0.244972415,-0.209216276,0.398828921,1.607362286,-0.303631409,-0.617923916,0.773751401,-0.681600943,-1.338108081,-0.063687548,1.360115706,1.816751139,1.452473296,-1.007075493,0.04394338,-0.913131537,-0.401426043,0.831169173,0.516979736,-0.410843129,0.138005556,-1.105804876,-1.377893784,-0.140537192,0.010091992,0.834849334,0.335443987,1.795181515,,2.928939487,-0.281594687,-0.467944978
VC0019 valine-pyruvate aminotransferase avtA Amino acid biosynthesis,-0.723143433,-2.021498526,-0.025658716,-0.760758353,-0.597291654,0.119880413,-0.368200136,-0.35919015,1.04349479,0.788447867,0.032261834,-2.322138745,-0.135317333,-0.989759502,0.556016087,0.732812718,1.29809543,0.882837782,1.182592103,0.179406389,-1.285603342,0.81456082,-0.120886722,-1.460618456,-0.718912715,0.784904576,2.21664425,-0.149891942,0.699740834,1.441663038,1.449175859,2.163702283,0.434054767,0.609937227,-1.642346963,0.193250623,0.058750796,1.135558366,-1.148872804,0.89088278,0.069533912,-1.039901089,-0.959074968,0.667482067,-0.126473857,-0.148221379,-1.167352366,-1.18202301,-0.180347181,-0.693353105,0.723072786,-0.703034052,0.209363992,-0.45121447,-1.014396052,0.681569471,1.192032916,0.940980985,-0.038969323,-0.154843912,-1.775495033,-0.105762029,1.293893775,1.521241748,0.907868371,0.919221178,-0.073224904,0.5817535,-1.272618242,-1.737289887,-0.465353198,-0.682348135,0.709902007,-0.843706363,1.033031462,-0.191140297,-1.197094953,-0.966597486,-1.034189145,-0.024631838,1.491858016,0.520744435,-1.168915524,-0.809874696,-0.349907664,-0.587858595,-0.072414862,0.658658097,0.152732639,0.542327783,3.604919496
"VC0021 glycyl-tRNA synthetase, alpha chain glyQ Protein synthesis",0.31144535,1.469178211,-1.19623482,0.342023524,-0.498209146,0.666408487,0.716752902,0.690594949,1.090028534,-0.448595443,0.547812922,0.445675181,-0.578335688,0.224219519,0.311864971,-0.222100213,-0.659635466,-1.415754953,-1.716475892,2.827550672,0.365619322,-1.749327382,1.139799121,0.722837483,1.505205232,-0.901235016,-0.919254005,-1.019046871,0.438121277,0.081226131,-0.049982321,0.092037384,0.814642766,-2.155155976,0.015463853,0.726710138,-0.858036745,-1.157931895,-1.370613842,1.260477178,-0.631706964,-1.162119175,-0.383179785,-0.839313563,-0.741803969,-0.969393877,1.010699232,-0.779722886,0.345349892,1.869768529,-0.024993304,0.138625561,1.093633253,0.833401558,2.210741218,1.043612034,-1.053181193,-1.016829162,-1.833480183,1.792329958,1.583187326,0.79195265,-1.130323378,-0.833410477,2.229733797,3.093825881,-0.357619843,-0.046787858,1.770948817,0.518980589,0.99807535,1.668175516,0.246669481,0.257946351,-0.062011586,0.488550026,0.431286463,0.548543856,0.970220399,-1.208488438,-0.019800617,1.823713691,1.999846745,-0.063577506,1.090036624,0.448069933,-1.219972335,-0.330273238,0.543426917,0.174911592,-0.378097277
VC0022 conserved hypothetical protein  Hypothetical proteins,0.465454393,-0.240232368,0.62093941,0.90200087,1.366834155,0.270762032,0.904162624,-0.141378719,1.101761185,0.703029347,0.617611348,0.168141965,1.209782995,-0.713929912,0.502614951,-1.070985901,0.450019112,-0.455998887,-0.598584708,-0.370764266,-0.443023697,0.281366808,0.389435564,-0.736516704,0.404909352,0.564112905,0.094730133,0.220968173,-0.08921899,0.547504766,-1.124083902,-0.195260616,1.859055549,0.179357493,-0.565923762,-0.441920189,0.652979061,-0.174319618,0.883168033,-0.065859488,0.911499239,-0.09115565,0.073452136,-0.813514916,1.16725245,-0.577319175,-0.189002997,-0.349990763,0.026584651,-0.48849229,-0.536465773,1.156071999,-0.065289825,1.401021125,-0.890311433,0.665627328,0.188574523,0.324373143,-1.531181682,0.073393604,-0.444855474,-0.21700167,-0.136931598,0.091819158,0.983828438,-0.112279469,-0.404466817,0.136649558,1.29627946,-0.009125729,0.447209128,1.172684242,1.268101344,0.35710541,-0.400618915,-0.26692439,-0.636983282,0.582337688,0.610582906,0.631217252,-0.242604057,0.569258128,0.159684987,1.330854629,0.587460582,0.417227304,0.543655825,,-0.194733518,-0.138961139,-0.363551835
VC0023 NADH dehydrogenase subunit II-related protein  ,0.077887036,-0.279743076,0.459707732,-0.287501058,0.37709072,0.243996712,0.122504541,-0.191323259,0.240451427,1.641257625,-0.506704146,1.167721831,0.740438514,0.786569288,0.924347177,0.322499087,0.880402635,-0.371478607,-1.452940522,0.399062785,-0.229371774,0.924160627,0.767344369,1.204749804,0.694439765,0.012054409,-0.390738163,0.400048175,-0.219690702,1.274700935,0.437850983,-0.790312267,0.01823246,-0.017120465,0.205295817,0.048319331,-0.686647151,0.322336787,0.826364698,0.220165223,0.266499552,-0.43011259,-0.240364135,0.757348099,0.145342664,-0.309678167,-0.877098644,-0.140550279,-0.052435992,0.521395005,-0.63008011,-0.957536877,1.604889664,-0.609754783,0.968198888,0.306909194,0.927406678,0.959117086,1.174629803,0.508083601,-0.902093436,0.319918599,-0.389202754,-1.150632725,0.171397275,-1.121770963,-0.360075016,1.738901356,-0.39908639,-0.231130763,0.415525475,0.612660508,0.326784634,0.190416355,1.163201714,0.047153392,-0.040136429,0.366653056,-0.592180679,0.281172663,-0.322483935,0.26204567,0.057876359,1.406893503,0.669147166,0.126286124,-0.481638584,,0.150870817,0.793133225,0.240966359
VC0025 hypothetical protein  ,4.421642305,0.514195097,0.244650278,-3.701057614,-0.451373267,-0.705535442,-9.557351437,-8.820062561,1.055336215,0.174491235,1.962519388,4.932442103,3.980103963,-2.408169878,2.084795057,0.787347687,4.261492146,1.823679382,4.132377979,0.675625042,0.654903316,3.062756342,0.479997709,1.691472554,-7.624669214,-11.47832695,-9.612321017,1.250200122,0.505877589,1.476555496,3.417834903,-9.526849946,3.841054225,5.166922459,1.730192068,3.065872859,-11.1966343,1.510377432,0.273301807,0.392325938,1.213522669,-10.53090894,-11.29492806,3.224449892,-10.05833284,2.09506686,-8.393251861,4.202649746,-14.59742898,-12.93754047,-12.27721594,-8.755976702,1.706643298,-2.020974948,-3.105214054,-3.646978596,-11.03904787,2.694025859,0.07724415,-0.57168137,-2.631718681,-2.591006976,1.944721553,-9.69019823,-1.671382607,-1.882394934,1.066445913,0.363727575,1.955725359,-1.153992151,-10.85968582,-11.90725559,2.344181495,0.812974961,-1.552825646,-2.063822664,-2.877186329,1.962602868,2.660681061,-11.29312552,-11.83007923,-1.088684719,-0.423162782,1.00463813,0.828742345,0.754246962,2.226657632,,0.697201878,1.044646829,0.000440287
VC0026 zinc-binding alcohol dehydrogenase  Energy metabolism,1.001461528,0.568813838,0.487609011,0.714819609,-0.605045693,-0.159463574,-0.372490522,-0.251842805,0.911460607,1.113696623,0.202715748,0.610732296,0.204905251,1.12480505,-0.375740852,-1.44024157,-1.041877705,-0.438619999,0.359251246,-0.835764524,-0.224362419,0.037885445,-1.294488986,0.254732983,-0.013511549,-1.38558402,-0.792858788,-0.657636068,0.607555838,-1.169771524,-0.121944666,-1.110079867,1.36989326,0.421610936,-0.228724036,0.568534385,0.289624711,-0.094301691,-0.492133168,-1.437499812,-0.195782898,1.694876727,1.287192961,-1.502688496,0.992263661,0.765057808,0.653257887,0.615870799,1.367456556,-0.512419274,0.003812007,0.912382428,-0.044538374,-0.087228797,0.778570626,-0.467549469,-0.717998309,-0.934910484,0.582480883,0.335345617,0.053776223,-0.358907143,-1.877189943,0.03960607,0.229342572,0.629350874,0.23893838,-0.479255451,-0.076307952,-0.347989858,-0.183660294,0.757161321,-0.265141694,-0.807808967,-1.805981925,0.477171867,-0.092551737,0.898838303,0.392883213,-0.105108632,0.094207859,0.150856527,0.678376694,0.719470497,0.5929313,0.15086014,-1.159216959,-4.645367806,-1.119093018,-1.564978228,-0.919012018
VC0027 threonine dehydratase ilvA Amino acid biosynthesis,0.826765388,-0.596000711,0.460552601,-0.800160409,0.41835569,-0.338220778,0.099246656,0.629392353,-0.153546829,-0.335642105,-0.347981424,-0.461882854,-0.453157118,-0.464570922,0.426389457,1.467177246,0.683535573,1.505360285,0.25260153,-0.622243932,0.438592157,-0.509391889,-0.054105321,-0.428435412,-0.572292032,0.704678774,0.278985228,-1.166455427,0.59221634,1.066998949,0.35111059,0.558260284,-0.416258649,0.764425797,-0.330440275,-1.965237642,-0.863688247,1.540808712,0.164784315,-0.593993048,-0.303494498,0.015548255,-0.731652225,1.771873429,0.30815393,-0.03808158,-1.058052032,-1.271058252,-0.678208773,1.691425854,1.215855083,-0.506488563,1.11887034,-0.795791655,0.330090009,-0.259098257,0.88247996,0.684783258,1.583644252,-0.231081659,-0.202396324,-1.096124945,1.650132973,1.330311259,-1.336497319,0.310286665,1.367949958,1.286980967,-0.750577936,-0.178125128,-1.375139848,-1.082868143,0.958365253,-1.048623826,-1.141119907,0.378220571,-0.992082972,-1.286517603,0.021691761,0.219565784,1.039089105,1.373098508,-1.205171091,-0.332684923,-1.247631422,-0.234863981,-1.03946182,-0.138405313,0.734654119,-0.163249466,-0.249663166
VC0028 dihydroxy-acid dehydratase ilvD Amino acid biosynthesis,0.498975769,1.723034377,1.128115441,1.262525741,2.005788507,-0.22505713,0.020277846,0.918508465,0.685403239,-0.632132414,2.182917973,-1.46208433,0.944555791,-0.915952335,-0.103159316,-0.144027357,0.028121912,0.175625283,-0.045282284,-0.594212251,0.051010826,-1.526450945,0.134682488,-1.465843025,-1.708510013,-1.487054823,0.255688099,0.854090946,-0.141231265,-0.462146536,-1.018716896,-0.53978172,0.34882779,-1.18668534,0.273865141,1.695910246,-0.131765226,-0.057005585,-1.066220673,1.705673304,1.591860268,1.292697322,-0.672908701,-0.654839423,-0.984741048,-0.550405224,2.991780339,-1.027078602,0.067241708,-0.019059447,-2.446483592,0.31070644,0.036397352,0.992103621,1.662657644,-0.01134167,-0.797715334,0.236200741,-0.493172342,0.514004673,1.772953049,0.181787311,-0.918333159,0.868447595,0.348931318,0.53926814,0.39637252,0.218047671,0.887049761,1.545693309,-0.703445052,-1.017197096,0.688417352,-0.962516856,1.212595748,1.180843828,0.379358188,-0.021946986,1.468910114,-0.446132206,0.568348717,-0.678098601,0.950268435,-1.025278522,-0.777988433,-0.096971206,-2.139288574,,-0.730873272,-0.954206082,0.064905649
VC0029 branched-chain amino acid amiotransferase ilvE Amino acid biosynthesis,0.995110719,-2.701253635,0.021162993,0.041437732,0.282053663,1.416883082,0.570348191,0.372217249,-0.479914128,0.933264062,0.080221686,1.523859317,-0.071113101,0.826538756,-0.174859565,-0.97620355,0.018014883,-0.407762079,1.979494827,0.243454761,-1.220831398,0.821818565,-1.077283142,0.850116153,-0.107736018,0.45628283,-0.220735136,-0.362645098,-0.00524398,-0.059909925,-0.601076893,-0.237592159,1.659483854,-0.561489356,0.555361049,0.019488877,0.814795818,1.109189502,0.323735522,-0.439955804,-0.215738923,-0.10604763,0.509094011,-0.408562834,-17.45258369,-8.158246755,-9.500465739,-8.388641339,-0.510249239,-0.236515166,-0.385921836,-0.215489794,-0.649190304,1.290858768,0.351110095,1.830757596,-0.106135937,-0.190028413,-1.217966062,-0.086205622,-0.791702986,3.013215935,0.596082879,1.000165142,2.244556482,1.047374913,0.229509408,-0.884331712,0.687050211,2.02245325,0.006141396,0.470102106,-2.532522375,-0.129622331,1.509118695,0.873936688,-0.127083011,-0.067751126,-0.211589518,0.14913869,-0.366640307,-0.899326323,0.211165026,0.507173424,0.678690577,-0.437202306,-1.376006838,-0.292250872,-0.759550201,1.000886668,1.302543579
"VC0030 acetolactate synthase II, small subunit ilvM Amino acid biosynthesis",1.563868783,1.14772694,-1.292386437,1.201074634,-0.793173016,0.248105996,0.20221481,0.781128014,0.678506186,0.23109074,0.217139021,0.626177777,-0.947627665,-1.910501002,-1.328345033,0.050938915,-1.064897942,-0.549463723,0.430926102,-0.291575989,-0.452384532,-1.746733495,-0.91186429,-0.16026903,-0.546816609,0.859130966,0.523818791,0.064835148,-0.30993562,-0.147011192,-1.347058771,-0.322162967,-0.214858425,1.563932657,-0.215585328,-1.243966697,-0.076063742,-1.245988882,-0.70389882,1.478633365,-0.97603614,0.551135201,-0.866239943,0.861823896,-0.703102951,1.042363472,0.525504197,-0.01531774,1.180731441,1.334225618,0.068031515,0.29581179,0.052272676,0.218853654,-0.106106515,0.167292324,-0.660346526,1.258394446,0.331548816,1.059828963,0.538418319,-0.936458514,-0.945179365,0.240231754,-1.424589384,-0.313686581,1.581572689,0.352703726,-0.081303324,-0.159033864,-0.55617618,-0.120508792,-0.20348136,-0.007155529,-0.150907424,-0.572157295,0.779897196,-0.326148099,1.258428368,-0.272668447,0.066451967,0.884663336,0.994890888,-0.501008965,-0.949781746,-0.216137713,-0.7817747,,3.20714403,0.323879645,-0.240955693
"VC0031 acetolactate synthase II, large subunit ilvG Amino acid biosynthesis",0.345303042,-0.906028396,0.303002321,1.149115367,-0.905418317,2.032682417,-0.331084225,1.287013069,-1.826157392,-1.08414521,-0.442471174,-0.682727487,0.283395733,1.02771208,-1.713727934,-0.840083997,-0.017468798,-0.278535512,0.614172754,-2.287550565,-0.111101907,-2.724128373,-3.008632685,-2.618816661,-0.581313048,-0.18068998,-2.34027481,-0.22785155,-0.94835578,-1.235636876,1.195471019,2.433363167,5.315291205,3.402573101,-0.184446958,-2.397976715,3.645340662,0.59362265,-2.374059862,-7.653758663,1.069684595,-1.395354156,-0.249042131,0.25940444,0.542610343,2.332384294,2.556484288,-0.737414722,1.218566117,-0.221138153,1.092146206,-1.544232365,-0.897629865,0.520167345,-0.113652744,1.8916187,-0.994142668,-2.044397017,-0.410263247,-1.023587204,0.762199459,1.17197806,-0.428376379,1.251170025,1.423101578,1.420126162,0.080317,-0.194534676,1.987756215,0.032812802,-0.803217954,0.664234284,2.7677139,2.115246395,-1.059572244,0.607909402,-0.506979226,0.357596307,1.170399972,1.752928149,-0.992485951,0.764718225,1.032659531,0.668182357,-1.816054376,-1.912231018,-1.316292223,,-3.146458844,-2.858913964,-0.741765295
VC0032 ComM-related protein  Unknown function,-0.158160379,0.028619919,0.054631197,-1.342184791,0.384820804,-0.135740994,0.87704549,0.772111779,1.137674738,0.965729925,-0.143547943,-0.179959234,1.725785129,0.544963085,-0.459907321,-1.431059854,-0.465069068,-0.472682538,0.992570744,1.772691769,0.080898082,0.966840792,1.132399177,0.530804294,-0.497555913,0.179211402,0.207964358,0.339598752,0.407146124,-0.034349007,-1.862445907,0.394813708,0.078036232,-0.153932767,0.4094902,-0.09109059,0.598155047,-0.848467846,-1.000911848,0.317095567,-0.404266159,0.055090899,-1.490563229,1.0889268,-18.27320081,-14.73312112,-9.63317603,-14.54064188,0.545365073,-0.651440968,0.040456094,-1.726119045,-0.109334786,0.199228021,0.13547128,-1.0922865,-0.237603224,0.644544047,1.134705601,0.631166805,0.645757443,-0.061397689,1.0358496,-1.63243322,-0.127267658,-0.230245274,0.013755277,0.300257585,1.511701454,0.248732167,-0.489055198,-0.390544232,0.282046401,-0.454043926,0.009646463,-0.17765948,0.906245513,-0.388266319,0.464795438,-0.327991209,-0.427673733,0.060588126,0.538739579,0.675293907,1.304335657,0.627656681,0.063087026,-0.048378324,0.882464211,0.378432217,1.221000978
VC0033 conserved hypothetical protein  Hypothetical proteins,0.901541447,-0.910234479,0.599499827,-1.29524292,0.77258527,2.545058816,0.335261245,0.470576614,0.618030545,1.56928096,-0.579745382,0.390114987,2.061613414,1.10081936,-0.759187963,0.0276202,0.665451327,-0.360495755,0.272970256,2.307258204,0.62408375,-0.162078919,0.626726128,0.455532739,-1.056321729,-0.355976614,-0.553381524,1.870123074,1.021869586,0.658151731,-0.015902272,0.768777371,0.018600095,-1.877972749,1.402319477,-0.871307518,-0.238887821,-1.947397288,-1.555790074,-0.515591741,-2.375005854,0.132783072,-0.933006008,0.156274129,-0.04190456,0.956064891,0.148272464,0.346594958,0.274588195,1.005955123,0.554587266,2.083820236,-1.658043851,1.082147832,1.327633902,-0.943568532,1.059351729,-1.848404612,-0.769692695,-1.212429242,-1.024329374,1.55486255,-1.564826963,-0.054901341,-0.714608717,-0.42266535,0.171234044,1.977325517,2.639485234,2.688231079,-0.488796674,-1.899303478,1.846427012,1.729090608,1.120777723,-0.493458801,-1.930810024,-0.18886864,0.507306289,-0.971205059,0.706360013,1.109979865,-0.416057002,1.037894522,-2.219472215,-2.39901978,1.515261698,,-0.394696312,0.453506818,0.917346302
VC0034 thiol:disulfide interchange protein tpcG Protein fate,-1.326945261,-0.884921318,1.137241552,0.414150126,0.804231965,1.897284853,1.27904172,0.452432375,0.166332373,-0.390241435,0.657693572,1.150531159,0.126750045,-0.503010449,0.419124809,-1.901005575,-0.061906223,0.384912553,0.182167668,0.253448047,-0.796105076,-0.666361985,1.068093857,0.83676236,0.422977873,0.663406327,-0.692192332,0.994090924,-0.411249074,0.302933235,-0.602136103,-0.179414018,0.326838729,-0.079671313,-0.870458097,-1.03540793,-0.410708939,0.129586102,0.50108152,-0.954777081,-1.606738924,0.565299641,-0.576160147,-0.604896421,-0.028599744,-0.895433351,-0.309751945,0.292192386,-0.739246836,1.47578718,0.020491393,-0.498004221,-0.204863091,0.012231381,1.142386972,-0.023116545,-0.243932363,1.382455158,0.03745595,-0.280243308,0.992702273,1.889936276,0.317321874,-0.60014369,-0.120578721,0.802567388,-0.520237617,0.211503417,0.683336752,-0.07342406,1.311853257,1.190354189,-0.483989808,0.609321435,0.206773972,0.587428961,1.243315399,0.037131657,0.483767943,-0.415123615,-0.815314717,-0.562482848,-0.41566739,-0.3298568,-2.04566046,-1.078773124,-0.291783582,-0.096989827,-0.374172098,0.212308751,-0.497146609
VC0035 conserved hypothetical protein  Hypothetical proteins,0.13426219,0.743047787,0.828081706,0.44309333,-0.65314866,-0.525669816,-0.685564718,-0.319261707,0.425289824,-0.150058889,1.677299726,0.946580317,0.586484545,0.790007584,-0.110386816,0.603337638,-0.831558814,-1.289080575,-0.40635519,0.310459388,0.460020046,-0.545397037,-0.763659242,0.294287948,-0.10963076,-1.13381699,-1.482878009,-1.725808055,-0.822424722,0.05310083,-0.99635508,-1.685404106,0.692953726,-0.427830731,0.961564795,0.367833181,3.091124922,0.950801654,1.27122172,0.4837249,1.511840883,1.58094941,0.090364405,-1.313114838,-0.49038651,-1.345936903,2.672112543,0.836298877,-0.600889161,1.659894888,-0.710248792,0.337246273,-0.081543502,0.917800275,1.240108386,-0.213083827,0.031073237,-0.146570954,-0.400171327,0.55482815,0.821920652,0.211546449,0.721791968,-0.304601446,0.21752419,0.586654751,-1.665585616,-0.433367672,0.750639177,0.007314421,-0.933127574,0.666170667,-1.536592561,-0.63716837,-0.7299519,0.83935297,0.215100263,0.689422868,-0.21274704,-0.628265729,-0.236723721,-1.076499753,-0.300228472,-0.851647479,1.808909451,0.823115779,0.914375065,0.002087819,-1.578810906,0.152628622,0.361152678
VC0036 FixG-related protein  Unknown function,-3.225134777,-0.621438063,0.375353908,-0.023011465,0.081881071,0.356154415,-0.517653212,-0.248296383,0.854884851,0.939283866,0.372673296,-1.857413727,-1.187078489,0.52780299,2.610026197,0.455433061,0.832480243,-0.101511452,-1.021654085,0.000319337,0.740073618,-1.230398335,1.006362454,0.113455526,0.277374154,-1.139073951,-0.200148585,1.164300569,-0.087657116,0.009990303,0.249088563,0.470380759,0.522992115,1.059826514,-1.3992695,-1.10658064,-0.350619905,0.563774508,-0.619530555,0.274376147,0.27956137,-0.384068507,0.951954482,0.296830827,-1.095007048,0.504819371,-0.540193443,0.276676234,0.140279234,0.786677122,0.716736805,-0.123965377,0.63142608,0.04617666,0.982082278,1.19027757,0.395577697,0.523262322,1.777921203,0.297859586,-0.355965283,0.157629703,1.172657748,-0.393432606,0.219854216,-0.3429418,0.371290709,-0.077249011,-2.573290508,-0.892396724,-1.556899823,0.414105213,0.690003247,-0.200560479,-0.215378217,0.08908296,-1.356257996,-2.154269423,-0.386805542,0.362509609,1.399020165,0.255382563,-1.412730791,-0.56312751,-1.196644574,-1.396068368,1.154686685,,0.542739302,1.875857629,0.541040698
VC0037 conserved hypothetical protein  Hypothetical proteins,0.508783674,-2.097362586,0.836860266,-1.092257461,1.46791681,-0.472803558,0.512378967,-0.112133222,0.375781022,1.225377505,-1.088887045,-0.039932841,1.161538151,-0.629029788,0.348517677,-0.180279016,0.838324102,1.08949252,0.031353262,0.38659497,-0.073094157,0.224541798,-0.758963105,0.595943956,0.080462673,1.053351105,2.454051258,0.100255067,0.917439656,1.179217157,2.113358627,0.171422469,-0.765840199,-0.127195333,-1.033969755,-0.396724654,-4.302465404,1.00748589,0.402528953,0.205896116,-1.219674839,0.106957122,0.671704504,1.159048131,1.529683333,0.993663149,-0.070608642,-0.311774471,-0.74341272,-0.599259762,0.605752156,1.394681253,0.18264968,-0.314538534,-0.481708107,0.284134616,2.265626395,0.139282213,-0.484623219,-0.168908171,-1.203308388,-2.948179528,1.176816301,1.511147799,-3.1034765,-1.396958617,0.686573887,0.849165129,0.356715657,0.051437646,0.414922099,0.353932709,-0.50099498,0.555433817,-0.141270421,-0.754444575,-0.818840603,-0.635591622,-0.348904434,0.523329676,0.805899407,0.836838227,-0.811468057,-0.768206222,-0.208008023,-0.875860641,0.406011615,-0.257043462,0.806617158,0.904549822,1.024053839
